Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,6.4e-05,
Filter Frequency,7e+07,
Record Length,3124,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.1
Label,,
TIME,CH1,CH2
7.4824e-02,2.34672,0.206422
7.4888e-02,2.39891,0.207516
7.4952e-02,2.44125,0.209188
7.5016e-02,2.48797,0.208938
7.5080e-02,2.53813,0.208953
7.5144e-02,2.58281,0.211547
7.5208e-02,2.62094,0.210313
7.5272e-02,2.66047,0.209594
7.5336e-02,2.69359,0.210875
7.5400e-02,2.73016,0.212422
7.5464e-02,2.76578,0.213219
7.5528e-02,2.7925,0.212688
7.5592e-02,2.80563,0.211781
7.5656e-02,2.83328,0.211391
7.5720e-02,2.84391,0.210734
7.5784e-02,2.84672,0.211063
7.5848e-02,2.84953,0.211109
7.5912e-02,2.85109,0.210219
7.5976e-02,2.83703,0.209984
7.6040e-02,2.82563,0.209156
7.6104e-02,2.80125,0.208797
7.6168e-02,2.76578,0.206109
7.6232e-02,2.72703,0.20625
7.6296e-02,2.68984,0.205172
7.6360e-02,2.64516,0.204641
7.6424e-02,2.60281,0.202422
7.6488e-02,2.54938,0.202469
7.6552e-02,2.49547,0.199984
7.6616e-02,2.43625,0.198984
7.6680e-02,2.38453,0.197625
7.6744e-02,2.31906,0.197094
7.6808e-02,2.25094,0.195031
7.6872e-02,2.19,0.192672
7.6936e-02,2.12469,0.19225
7.7000e-02,2.05422,0.189359
7.7064e-02,1.97625,0.188828
7.7128e-02,1.91563,0.185875
7.7192e-02,1.84766,0.184797
7.7256e-02,1.78125,0.182859
7.7320e-02,1.72563,0.181078
7.7384e-02,1.66938,0.178922
7.7448e-02,1.59844,0.175891
7.7512e-02,1.54219,0.175531
7.7576e-02,1.48625,0.173172
7.7640e-02,1.43109,0.171625
7.7704e-02,1.36844,0.169094
7.7768e-02,1.32297,0.167109
7.7832e-02,1.26141,0.163797
7.7896e-02,1.20469,0.160828
7.7960e-02,1.15656,0.158453
7.8024e-02,1.10984,0.155219
7.8088e-02,1.05438,0.152906
7.8152e-02,1.00906,0.150047
7.8216e-02,0.956875,0.147516
7.8280e-02,0.915156,0.144953
7.8344e-02,0.869688,0.142063
7.8408e-02,0.825156,0.138453
7.8472e-02,0.776094,0.135703
7.8536e-02,0.728906,0.132688
7.8600e-02,0.700938,0.129719
7.8664e-02,0.654688,0.126188
7.8728e-02,0.604844,0.122625
7.8792e-02,0.564063,0.121047
7.8856e-02,0.526719,0.116391
7.8920e-02,0.484688,0.113859
7.8984e-02,0.447031,0.110891
7.9048e-02,0.405625,0.107797
7.9112e-02,0.374688,0.103266
7.9176e-02,0.333281,0.100594
7.9240e-02,0.293438,0.0973594
7.9304e-02,0.269844,0.0932031
7.9368e-02,0.231563,0.0884688
7.9432e-02,0.198906,0.0861875
7.9496e-02,0.166094,0.0825156
7.9560e-02,0.128281,0.0772969
7.9624e-02,0.099375,0.0743906
7.9688e-02,0.0745313,0.0705313
7.9752e-02,0.04125,0.0671875
7.9816e-02,0.00515626,0.0618594
7.9880e-02,-0.0265625,0.0566406
7.9944e-02,-0.049375,0.0538906
8.0008e-02,-0.0834375,0.0512969
8.0072e-02,-0.11875,0.046
8.0136e-02,-0.146875,0.0415
8.0200e-02,-0.167812,0.0387969
8.0264e-02,-0.199687,0.0342969
8.0328e-02,-0.235,0.0293594
8.0392e-02,-0.263125,0.0251094
8.0456e-02,-0.287969,0.0204375
8.0520e-02,-0.317187,0.016875
8.0584e-02,-0.342344,0.0127969
8.0648e-02,-0.360312,0.00860938
8.0712e-02,-0.392969,0.00484375
8.0776e-02,-0.421406,-0.000296875
8.0840e-02,-0.441094,-0.00242188
8.0904e-02,-0.473125,-0.00721875
8.0968e-02,-0.484844,-0.0114063
8.1032e-02,-0.516719,-0.0163594
8.1096e-02,-0.547031,-0.0205469
8.1160e-02,-0.5625,-0.0244844
8.1224e-02,-0.592031,-0.0299531
8.1288e-02,-0.614531,-0.0340313
8.1352e-02,-0.640937,-0.0392188
8.1416e-02,-0.655781,-0.0415156
8.1480e-02,-0.685312,-0.0464844
8.1544e-02,-0.716719,-0.0501719
8.1608e-02,-0.742187,-0.0537813
8.1672e-02,-0.763281,-0.0579063
8.1736e-02,-0.795781,-0.0610156
8.1800e-02,-0.81,-0.0655156
8.1864e-02,-0.83875,-0.0694688
8.1928e-02,-0.872656,-0.0744375
8.1992e-02,-0.888281,-0.0786719
8.2056e-02,-0.921094,-0.081375
8.2120e-02,-0.935937,-0.0855469
8.2184e-02,-0.963437,-0.0891719
8.2248e-02,-0.985937,-0.0931406
8.2312e-02,-1.00391,-0.0970625
8.2376e-02,-1.0375,-0.101047
8.2440e-02,-1.05844,-0.105688
8.2504e-02,-1.08828,-0.107875
8.2568e-02,-1.11703,-0.111625
8.2632e-02,-1.13141,-0.115109
8.2696e-02,-1.16109,-0.1185
8.2760e-02,-1.19156,-0.122984
8.2824e-02,-1.21219,-0.126609
8.2888e-02,-1.24328,-0.130344
8.2952e-02,-1.27344,-0.1335
8.3016e-02,-1.30203,-0.136563
8.3080e-02,-1.32766,-0.140734
8.3144e-02,-1.36094,-0.146031
8.3208e-02,-1.39187,-0.148547
8.3272e-02,-1.42234,-0.151328
8.3336e-02,-1.4525,-0.154938
8.3400e-02,-1.48109,-0.158578
8.3464e-02,-1.50312,-0.161078
8.3528e-02,-1.53187,-0.16475
8.3592e-02,-1.56453,-0.167516
8.3656e-02,-1.59594,-0.170703
8.3720e-02,-1.62156,-0.173063
8.3784e-02,-1.66937,-0.174828
8.3848e-02,-1.70359,-0.178172
8.3912e-02,-1.73312,-0.179781
8.3976e-02,-1.77844,-0.182719
8.4040e-02,-1.81625,-0.185078
8.4104e-02,-1.84812,-0.187141
8.4168e-02,-1.89906,-0.188734
8.4232e-02,-1.93562,-0.190313
8.4296e-02,-1.97969,-0.193281
8.4360e-02,-2.0175,-0.195469
8.4424e-02,-2.06531,-0.196109
8.4488e-02,-2.11297,-0.198031
8.4552e-02,-2.16109,-0.200188
8.4616e-02,-2.19812,-0.202234
8.4680e-02,-2.24109,-0.204531
8.4744e-02,-2.29047,-0.205922
8.4808e-02,-2.33359,-0.207672
8.4872e-02,-2.37656,-0.208719
8.4936e-02,-2.43484,-0.208719
8.5000e-02,-2.47766,-0.209547
8.5064e-02,-2.52453,-0.210703
8.5128e-02,-2.57375,-0.211391
8.5192e-02,-2.62109,-0.211828
8.5256e-02,-2.65828,-0.21275
8.5320e-02,-2.69516,-0.212234
8.5384e-02,-2.72297,-0.212828
8.5448e-02,-2.76328,-0.211875
8.5512e-02,-2.79266,-0.213344
8.5576e-02,-2.81203,-0.213016
8.5640e-02,-2.83312,-0.213281
8.5704e-02,-2.84719,-0.210844
8.5768e-02,-2.85359,-0.213656
8.5832e-02,-2.85187,-0.211703
8.5896e-02,-2.85859,-0.2115
8.5960e-02,-2.84672,-0.210672
8.6024e-02,-2.83016,-0.209422
8.6088e-02,-2.80969,-0.209969
8.6152e-02,-2.78,-0.208328
8.6216e-02,-2.74875,-0.207625
8.6280e-02,-2.70719,-0.206281
8.6344e-02,-2.67,-0.205156
8.6408e-02,-2.61406,-0.204203
8.6472e-02,-2.56703,-0.202719
8.6536e-02,-2.51297,-0.200922
8.6600e-02,-2.45484,-0.199641
8.6664e-02,-2.39312,-0.198844
8.6728e-02,-2.34469,-0.197781
8.6792e-02,-2.27797,-0.19575
8.6856e-02,-2.21359,-0.193625
8.6920e-02,-2.15406,-0.193719
8.6984e-02,-2.09047,-0.191172
8.7048e-02,-2.02437,-0.188297
8.7112e-02,-1.95484,-0.188172
8.7176e-02,-1.88094,-0.186
8.7240e-02,-1.81906,-0.182641
8.7304e-02,-1.75062,-0.182563
8.7368e-02,-1.68547,-0.180125
8.7432e-02,-1.625,-0.178672
8.7496e-02,-1.56469,-0.176609
8.7560e-02,-1.51312,-0.174859
8.7624e-02,-1.45547,-0.172766
8.7688e-02,-1.3975,-0.168953
8.7752e-02,-1.35047,-0.167438
8.7816e-02,-1.28703,-0.165328
8.7880e-02,-1.23875,-0.162906
8.7944e-02,-1.18437,-0.161531
8.8008e-02,-1.13422,-0.158688
8.8072e-02,-1.09094,-0.155266
8.8136e-02,-1.04109,-0.151453
8.8200e-02,-0.999219,-0.150875
8.8264e-02,-0.953281,-0.144781
8.8328e-02,-0.913281,-0.145125
8.8392e-02,-0.854375,-0.140516
8.8456e-02,-0.816719,-0.139375
8.8520e-02,-0.766719,-0.136844
8.8584e-02,-0.729844,-0.132578
8.8648e-02,-0.680469,-0.130266
8.8712e-02,-0.641094,-0.126734
8.8776e-02,-0.607031,-0.122406
8.8840e-02,-0.55875,-0.119313
8.8904e-02,-0.51875,-0.116109
8.8968e-02,-0.482187,-0.112516
8.9032e-02,-0.447344,-0.109016
8.9096e-02,-0.415781,-0.104906
8.9160e-02,-0.385,-0.102625
8.9224e-02,-0.35,-0.0996875
8.9288e-02,-0.31875,-0.0949688
8.9352e-02,-0.281094,-0.0914219
8.9416e-02,-0.242969,-0.087625
8.9480e-02,-0.209531,-0.0827344
8.9544e-02,-0.182344,-0.0803594
8.9608e-02,-0.1525,-0.0767813
8.9672e-02,-0.116875,-0.0715313
8.9736e-02,-0.0851562,-0.0680625
8.9800e-02,-0.0523437,-0.064125
8.9864e-02,-0.021875,-0.0603594
8.9928e-02,0.000781257,-0.05675
8.9992e-02,0.0389063,-0.0526406
9.0056e-02,0.0675,-0.0504063
9.0120e-02,0.0985938,-0.0459844
9.0184e-02,0.1225,-0.0405625
9.0248e-02,0.157344,-0.0362344
9.0312e-02,0.183594,-0.0329688
9.0376e-02,0.207188,-0.0276719
9.0440e-02,0.231875,-0.0235625
9.0504e-02,0.270781,-0.0187969
9.0568e-02,0.291094,-0.0158594
9.0632e-02,0.323438,-0.0107031
9.0696e-02,0.351406,-0.00595313
9.0760e-02,0.38,-0.002
9.0824e-02,0.398906,0.00104687
9.0888e-02,0.434531,0.00615625
9.0952e-02,0.452969,0.00957813
9.1016e-02,0.479531,0.0133281
9.1080e-02,0.514531,0.0178438
9.1144e-02,0.536719,0.0216875
9.1208e-02,0.55875,0.0269375
9.1272e-02,0.584844,0.030875
9.1336e-02,0.607188,0.0346406
9.1400e-02,0.638906,0.0387344
9.1464e-02,0.66875,0.0433438
9.1528e-02,0.685,0.0475313
9.1592e-02,0.712188,0.0520781
9.1656e-02,0.732813,0.0559063
9.1720e-02,0.756406,0.0591875
9.1784e-02,0.77,0.0645625
9.1848e-02,0.804531,0.067
9.1912e-02,0.824063,0.0719375
9.1976e-02,0.853438,0.0749063
9.2040e-02,0.881563,0.0796719
9.2104e-02,0.905781,0.08375
9.2168e-02,0.925938,0.0874063
9.2232e-02,0.954375,0.0918906
9.2296e-02,0.9775,0.0948125
9.2360e-02,1.00406,0.09875
9.2424e-02,1.03609,0.101703
9.2488e-02,1.05484,0.106688
9.2552e-02,1.07891,0.110063
9.2616e-02,1.11297,0.113875
9.2680e-02,1.12875,0.11675
9.2744e-02,1.16266,0.121172
9.2808e-02,1.19672,0.123578
9.2872e-02,1.2125,0.127578
9.2936e-02,1.24125,0.131391
9.3000e-02,1.27891,0.134125
9.3064e-02,1.30719,0.139125
9.3128e-02,1.33109,0.143359
9.3192e-02,1.36516,0.145313
9.3256e-02,1.39234,0.148734
9.3320e-02,1.4325,0.151906
9.3384e-02,1.47109,0.156406
9.3448e-02,1.49344,0.158969
9.3512e-02,1.51609,0.162297
9.3576e-02,1.55703,0.165953
9.3640e-02,1.58625,0.167844
9.3704e-02,1.61594,0.172172
9.3768e-02,1.64922,0.174234
9.3832e-02,1.68469,0.176172
9.3896e-02,1.71734,0.177781
9.3960e-02,1.75547,0.182828
9.4024e-02,1.79172,0.183781
9.4088e-02,1.81766,0.187094
9.4152e-02,1.85578,0.188563
9.4216e-02,1.89703,0.19
9.4280e-02,1.94094,0.191172
9.4344e-02,1.98313,0.194469
9.4408e-02,2.03234,0.196047
9.4472e-02,2.08063,0.198
9.4536e-02,2.12219,0.200984
9.4600e-02,2.17656,0.201406
9.4664e-02,2.22563,0.202719
9.4728e-02,2.27016,0.204344
9.4792e-02,2.31719,0.206078
9.4856e-02,2.36859,0.208031
9.4920e-02,2.40828,0.208344
9.4984e-02,2.46109,0.207781
9.5048e-02,2.51141,0.207953
9.5112e-02,2.55656,0.210625
9.5176e-02,2.59453,0.211625
9.5240e-02,2.64109,0.210391
9.5304e-02,2.67563,0.212734
9.5368e-02,2.71188,0.212766
9.5432e-02,2.74656,0.213781
9.5496e-02,2.77203,0.211516
9.5560e-02,2.79797,0.212609
9.5624e-02,2.81563,0.213406
9.5688e-02,2.83656,0.210578
9.5752e-02,2.8525,0.209984
9.5816e-02,2.85203,0.211984
9.5880e-02,2.85031,0.211016
9.5944e-02,2.84516,0.208844
9.6008e-02,2.83656,0.210344
9.6072e-02,2.81313,0.209891
9.6136e-02,2.78828,0.207141
9.6200e-02,2.75672,0.207203
9.6264e-02,2.71859,0.206141
9.6328e-02,2.67188,0.205734
9.6392e-02,2.63563,0.202641
9.6456e-02,2.57922,0.202156
9.6520e-02,2.52984,0.201422
9.6584e-02,2.47625,0.200344
9.6648e-02,2.42109,0.197578
9.6712e-02,2.35734,0.198703
9.6776e-02,2.2925,0.195688
9.6840e-02,2.23016,0.194469
9.6904e-02,2.16563,0.192859
9.6968e-02,2.08859,0.191844
9.7032e-02,2.01953,0.188094
9.7096e-02,1.95313,0.187422
9.7160e-02,1.88297,0.185688
9.7224e-02,1.82922,0.184328
9.7288e-02,1.75906,0.183844
9.7352e-02,1.7025,0.179031
9.7416e-02,1.64109,0.177453
9.7480e-02,1.58453,0.174844
9.7544e-02,1.525,0.173
9.7608e-02,1.46703,0.171906
9.7672e-02,1.40359,0.169563
9.7736e-02,1.35234,0.165891
9.7800e-02,1.29063,0.164375
9.7864e-02,1.23781,0.161063
9.7928e-02,1.18406,0.159703
9.7992e-02,1.13531,0.156703
9.8056e-02,1.08594,0.154469
9.8120e-02,1.03422,0.151203
9.8184e-02,0.987969,0.148844
9.8248e-02,0.946719,0.145688
9.8312e-02,0.9025,0.143438
9.8376e-02,0.84875,0.140734
9.8440e-02,0.807969,0.138625
9.8504e-02,0.760313,0.134266
9.8568e-02,0.717344,0.130813
9.8632e-02,0.680938,0.128875
9.8696e-02,0.636719,0.125063
9.8760e-02,0.591719,0.122688
9.8824e-02,0.554531,0.119313
9.8888e-02,0.512656,0.114359
9.8952e-02,0.47375,0.111859
9.9016e-02,0.431875,0.109844
9.9080e-02,0.403125,0.106188
9.9144e-02,0.36125,0.103141
9.9208e-02,0.324688,0.0985
9.9272e-02,0.28375,0.0958125

